id,datetime,from,to,communication,quality
1506,2009-01-16 16:30:00,Android,Ios,Message,Low
1507,2009-01-16 16:45:00,Android,Ios,Call,Low
1508,2009-01-16 17:00:00,Android,Android,Message,High
1509,2009-01-16 17:15:00,Android,Android,Call,High
1510,2009-01-16 17:30:00,Android,Android,Message,High
1511,2009-01-16 17:45:00,Ios,Android,Call,Low
1512,2009-01-16 18:00:00,Ios,Android,Call,Low
1513,2009-01-16 18:15:00,Android,Android,Call,Low
1514,2009-01-16 18:30:00,Android,Android,Call,Low
1515,2009-01-16 18:45:00,Android,Ios,Message,Low
1516,2009-01-16 19:00:00,Ios,Ios,Call,High
1517,2009-01-16 19:15:00,Ios,Ios,Message,Low
1518,2009-01-16 19:30:00,Android,Ios,Call,Low
1519,2009-01-16 19:45:00,Ios,Android,Message,Low
1520,2009-01-16 20:00:00,Ios,Android,Message,Low
1521,2009-01-16 20:15:00,Android,Android,Call,Low
1522,2009-01-16 20:30:00,Android,Ios,Call,High
1523,2009-01-16 20:45:00,Android,Ios,Call,High
1524,2009-01-16 21:00:00,Ios,Ios,Message,High
1525,2009-01-16 21:15:00,Ios,Ios,Call,High
1526,2009-01-16 21:30:00,Android,Ios,Message,High
1527,2009-01-16 21:45:00,Ios,Ios,Message,High
1528,2009-01-16 22:00:00,Android,Ios,Call,Low
1529,2009-01-16 22:15:00,Android,Android,Message,High
1530,2009-01-16 22:30:00,Ios,Android,Call,High
1531,2009-01-16 22:45:00,Android,Ios,Call,Low
1532,2009-01-16 23:00:00,Android,Ios,Message,Low
1533,2009-01-16 23:15:00,Ios,Android,Call,High
1534,2009-01-16 23:30:00,Android,Android,Call,High
1535,2009-01-16 23:45:00,Ios,Ios,Message,Low
1536,2009-01-17 00:00:00,Ios,Android,Message,Low
1537,2009-01-17 00:15:00,Ios,Ios,Message,High
1538,2009-01-17 00:30:00,Ios,Android,Call,Low
1539,2009-01-17 00:45:00,Ios,Ios,Message,Low
1540,2009-01-17 01:00:00,Android,Ios,Call,Low
1541,2009-01-17 01:15:00,Android,Ios,Call,High
1542,2009-01-17 01:30:00,Ios,Android,Message,Low
1543,2009-01-17 01:45:00,Ios,Ios,Call,Low
1544,2009-01-17 02:00:00,Android,Ios,Call,Low
1545,2009-01-17 02:15:00,Ios,Android,Call,High
1546,2009-01-17 02:30:00,Android,Ios,Call,High
1547,2009-01-17 02:45:00,Android,Ios,Message,High
1548,2009-01-17 03:00:00,Ios,Android,Message,Low
1549,2009-01-17 03:15:00,Ios,Ios,Message,Low
1550,2009-01-17 03:30:00,Ios,Android,Call,Low
1551,2009-01-17 03:45:00,Android,Ios,Message,Low
1552,2009-01-17 04:00:00,Android,Android,Call,Low
1553,2009-01-17 04:15:00,Ios,Android,Call,High
1554,2009-01-17 04:30:00,Android,Ios,Message,High
1555,2009-01-17 04:45:00,Android,Ios,Message,High
1556,2009-01-17 05:00:00,Android,Ios,Message,High
1557,2009-01-17 05:15:00,Ios,Android,Call,Low
1558,2009-01-17 05:30:00,Android,Ios,Call,High
1559,2009-01-17 05:45:00,Ios,Ios,Message,Low
1560,2009-01-17 06:00:00,Android,Ios,Call,High
1561,2009-01-17 06:15:00,Android,Android,Call,High
1562,2009-01-17 06:30:00,Android,Ios,Call,Low
1563,2009-01-17 06:45:00,Android,Ios,Call,Low
1564,2009-01-17 07:00:00,Ios,Ios,Message,Low
1565,2009-01-17 07:15:00,Ios,Android,Call,High
1566,2009-01-17 07:30:00,Ios,Android,Call,Low
1567,2009-01-17 07:45:00,Android,Android,Call,High
1568,2009-01-17 08:00:00,Android,Ios,Message,Low
1569,2009-01-17 08:15:00,Android,Ios,Call,High
1570,2009-01-17 08:30:00,Ios,Android,Call,Low
1571,2009-01-17 08:45:00,Ios,Android,Message,High
1572,2009-01-17 09:00:00,Android,Android,Call,Low
1573,2009-01-17 09:15:00,Ios,Android,Message,Low
1574,2009-01-17 09:30:00,Android,Ios,Call,Low
1575,2009-01-17 09:45:00,Android,Ios,Message,High
1576,2009-01-17 10:00:00,Android,Android,Call,Low
1577,2009-01-17 10:15:00,Ios,Android,Call,High
1578,2009-01-17 10:30:00,Android,Android,Message,High
1579,2009-01-17 10:45:00,Ios,Android,Call,High
1580,2009-01-17 11:00:00,Ios,Ios,Call,High
1581,2009-01-17 11:15:00,Ios,Android,Message,High
1582,2009-01-17 11:30:00,Ios,Ios,Message,High
1583,2009-01-17 11:45:00,Ios,Android,Message,Low
1584,2009-01-17 12:00:00,Android,Ios,Message,Low
1585,2009-01-17 12:15:00,Android,Android,Call,High
1586,2009-01-17 12:30:00,Ios,Ios,Message,High
1587,2009-01-17 12:45:00,Android,Android,Call,High
1588,2009-01-17 13:00:00,Android,Ios,Message,Low
1589,2009-01-17 13:15:00,Ios,Ios,Message,High
1590,2009-01-17 13:30:00,Android,Ios,Message,High
1591,2009-01-17 13:45:00,Ios,Ios,Call,Low
1592,2009-01-17 14:00:00,Ios,Ios,Message,High
1593,2009-01-17 14:15:00,Android,Ios,Message,Low
1594,2009-01-17 14:30:00,Ios,Android,Call,Low
1595,2009-01-17 14:45:00,Ios,Android,Message,High
1596,2009-01-17 15:00:00,Ios,Ios,Call,Low
1597,2009-01-17 15:15:00,Android,Android,Call,Low
1598,2009-01-17 15:30:00,Android,Ios,Call,Low
1599,2009-01-17 15:45:00,Android,Android,Message,Low
1600,2009-01-17 16:00:00,Ios,Android,Message,High
1601,2009-01-17 16:15:00,Android,Android,Call,High
1602,2009-01-17 16:30:00,Android,Android,Message,High
1603,2009-01-17 16:45:00,Android,Ios,Message,Low
1604,2009-01-17 17:00:00,Android,Android,Message,Low
1605,2009-01-17 17:15:00,Ios,Ios,Call,High
1606,2009-01-17 17:30:00,Ios,Ios,Call,Low
1607,2009-01-17 17:45:00,Android,Android,Call,High
1608,2009-01-17 18:00:00,Ios,Android,Message,High
1609,2009-01-17 18:15:00,Ios,Ios,Call,Low
1610,2009-01-17 18:30:00,Ios,Android,Message,Low
1611,2009-01-17 18:45:00,Ios,Android,Call,High
1612,2009-01-17 19:00:00,Ios,Ios,Message,High
1613,2009-01-17 19:15:00,Android,Ios,Message,Low
1614,2009-01-17 19:30:00,Android,Android,Message,High
1615,2009-01-17 19:45:00,Android,Ios,Message,High
1616,2009-01-17 20:00:00,Android,Ios,Message,Low
1617,2009-01-17 20:15:00,Android,Ios,Message,High
1618,2009-01-17 20:30:00,Android,Ios,Message,Low
1619,2009-01-17 20:45:00,Android,Ios,Call,High
1620,2009-01-17 21:00:00,Ios,Ios,Message,Low
1621,2009-01-17 21:15:00,Android,Android,Message,High
1622,2009-01-17 21:30:00,Ios,Android,Call,Low
1623,2009-01-17 21:45:00,Ios,Ios,Message,Low
1624,2009-01-17 22:00:00,Android,Ios,Call,Low
1625,2009-01-17 22:15:00,Ios,Android,Call,Low
1626,2009-01-17 22:30:00,Android,Ios,Message,High
1627,2009-01-17 22:45:00,Ios,Ios,Message,Low
1628,2009-01-17 23:00:00,Android,Ios,Message,Low
1629,2009-01-17 23:15:00,Ios,Android,Call,Low
1630,2009-01-17 23:30:00,Ios,Ios,Call,High
1631,2009-01-17 23:45:00,Ios,Android,Message,High
1632,2009-01-18 00:00:00,Ios,Android,Message,Low
1633,2009-01-18 00:15:00,Ios,Ios,Call,Low
1634,2009-01-18 00:30:00,Ios,Android,Call,High
1635,2009-01-18 00:45:00,Android,Ios,Message,Low
1636,2009-01-18 01:00:00,Android,Android,Call,Low
1637,2009-01-18 01:15:00,Android,Android,Call,High
1638,2009-01-18 01:30:00,Android,Android,Message,High
1639,2009-01-18 01:45:00,Ios,Android,Call,High
1640,2009-01-18 02:00:00,Ios,Ios,Call,Low
1641,2009-01-18 02:15:00,Android,Android,Call,High
1642,2009-01-18 02:30:00,Ios,Android,Message,Low
1643,2009-01-18 02:45:00,Ios,Android,Message,Low
1644,2009-01-18 03:00:00,Android,Android,Call,High
1645,2009-01-18 03:15:00,Ios,Ios,Call,Low
1646,2009-01-18 03:30:00,Ios,Android,Message,Low
1647,2009-01-18 03:45:00,Ios,Ios,Call,Low
1648,2009-01-18 04:00:00,Android,Ios,Call,High
1649,2009-01-18 04:15:00,Ios,Android,Call,High
1650,2009-01-18 04:30:00,Android,Ios,Call,High
1651,2009-01-18 04:45:00,Ios,Ios,Call,High
1652,2009-01-18 05:00:00,Android,Android,Message,High
1653,2009-01-18 05:15:00,Android,Ios,Message,High
1654,2009-01-18 05:30:00,Android,Android,Call,High
1655,2009-01-18 05:45:00,Android,Ios,Message,High
1656,2009-01-18 06:00:00,Ios,Ios,Call,Low
1657,2009-01-18 06:15:00,Android,Android,Call,High
1658,2009-01-18 06:30:00,Ios,Android,Call,Low
1659,2009-01-18 06:45:00,Ios,Ios,Call,Low
1660,2009-01-18 07:00:00,Ios,Ios,Call,High
1661,2009-01-18 07:15:00,Ios,Ios,Call,Low
1662,2009-01-18 07:30:00,Ios,Android,Message,Low
1663,2009-01-18 07:45:00,Android,Ios,Call,High
1664,2009-01-18 08:00:00,Android,Ios,Call,Low
1665,2009-01-18 08:15:00,Ios,Ios,Call,Low
1666,2009-01-18 08:30:00,Ios,Ios,Message,Low
1667,2009-01-18 08:45:00,Android,Ios,Call,High
1668,2009-01-18 09:00:00,Ios,Ios,Message,High
1669,2009-01-18 09:15:00,Android,Android,Call,Low
1670,2009-01-18 09:30:00,Ios,Android,Message,High
1671,2009-01-18 09:45:00,Android,Android,Call,Low
1672,2009-01-18 10:00:00,Ios,Android,Message,High
1673,2009-01-18 10:15:00,Android,Ios,Call,High
1674,2009-01-18 10:30:00,Android,Android,Message,Low
1675,2009-01-18 10:45:00,Android,Ios,Message,Low
1676,2009-01-18 11:00:00,Android,Ios,Call,Low
1677,2009-01-18 11:15:00,Ios,Android,Message,High
1678,2009-01-18 11:30:00,Ios,Android,Message,Low
1679,2009-01-18 11:45:00,Ios,Android,Call,Low
1680,2009-01-18 12:00:00,Ios,Android,Call,Low
1681,2009-01-18 12:15:00,Ios,Ios,Call,High
1682,2009-01-18 12:30:00,Ios,Android,Call,High
1683,2009-01-18 12:45:00,Ios,Android,Message,Low
1684,2009-01-18 13:00:00,Ios,Android,Message,Low
1685,2009-01-18 13:15:00,Android,Android,Call,Low
1686,2009-01-18 13:30:00,Ios,Ios,Message,High
1687,2009-01-18 13:45:00,Ios,Ios,Call,Low
1688,2009-01-18 14:00:00,Android,Ios,Call,High
1689,2009-01-18 14:15:00,Ios,Android,Message,Low
1690,2009-01-18 14:30:00,Ios,Ios,Message,High
1691,2009-01-18 14:45:00,Android,Android,Call,Low
1692,2009-01-18 15:00:00,Android,Android,Call,Low
1693,2009-01-18 15:15:00,Ios,Android,Message,Low
1694,2009-01-18 15:30:00,Ios,Ios,Call,High
1695,2009-01-18 15:45:00,Android,Android,Call,Low
1696,2009-01-18 16:00:00,Android,Ios,Message,High
1697,2009-01-18 16:15:00,Android,Ios,Call,Low
1698,2009-01-18 16:30:00,Android,Ios,Call,High
1699,2009-01-18 16:45:00,Android,Ios,Call,Low
1700,2009-01-18 17:00:00,Android,Ios,Message,Low
1701,2009-01-18 17:15:00,Ios,Android,Call,High
1702,2009-01-18 17:30:00,Android,Ios,Message,Low
1703,2009-01-18 17:45:00,Android,Ios,Call,High
1704,2009-01-18 18:00:00,Android,Android,Call,High
1705,2009-01-18 18:15:00,Ios,Ios,Call,Low
1706,2009-01-18 18:30:00,Ios,Ios,Call,High
1707,2009-01-18 18:45:00,Android,Ios,Message,High
1708,2009-01-18 19:00:00,Android,Ios,Call,High
1709,2009-01-18 19:15:00,Android,Android,Call,Low
1710,2009-01-18 19:30:00,Ios,Ios,Call,High
1711,2009-01-18 19:45:00,Ios,Ios,Call,Low
1712,2009-01-18 20:00:00,Ios,Ios,Message,Low
1713,2009-01-18 20:15:00,Android,Android,Call,Low
1714,2009-01-18 20:30:00,Android,Ios,Message,High
1715,2009-01-18 20:45:00,Ios,Android,Message,High
1716,2009-01-18 21:00:00,Ios,Ios,Message,High
1717,2009-01-18 21:15:00,Android,Android,Call,Low
1718,2009-01-18 21:30:00,Android,Android,Call,High
1719,2009-01-18 21:45:00,Ios,Android,Call,High
1720,2009-01-18 22:00:00,Android,Android,Call,High
1721,2009-01-18 22:15:00,Android,Android,Call,High
1722,2009-01-18 22:30:00,Android,Android,Message,Low
1723,2009-01-18 22:45:00,Ios,Android,Call,High
1724,2009-01-18 23:00:00,Android,Android,Message,Low
1725,2009-01-18 23:15:00,Ios,Android,Call,High
1726,2009-01-18 23:30:00,Ios,Ios,Call,Low
1727,2009-01-18 23:45:00,Android,Ios,Message,High
1728,2009-01-19 00:00:00,Android,Ios,Call,High
1729,2009-01-19 00:15:00,Android,Ios,Call,Low
1730,2009-01-19 00:30:00,Android,Ios,Message,High
1731,2009-01-19 00:45:00,Ios,Ios,Message,High
1732,2009-01-19 01:00:00,Android,Android,Call,High
1733,2009-01-19 01:15:00,Android,Android,Message,Low
1734,2009-01-19 01:30:00,Ios,Android,Call,Low
1735,2009-01-19 01:45:00,Ios,Ios,Call,Low
1736,2009-01-19 02:00:00,Ios,Ios,Message,High
1737,2009-01-19 02:15:00,Android,Android,Call,Low
1738,2009-01-19 02:30:00,Android,Ios,Call,High
1739,2009-01-19 02:45:00,Ios,Android,Message,High
1740,2009-01-19 03:00:00,Ios,Ios,Message,Low
1741,2009-01-19 03:15:00,Android,Ios,Call,Low
1742,2009-01-19 03:30:00,Ios,Android,Message,Low
1743,2009-01-19 03:45:00,Ios,Android,Message,High
1744,2009-01-19 04:00:00,Android,Ios,Call,High
1745,2009-01-19 04:15:00,Ios,Android,Message,Low
1746,2009-01-19 04:30:00,Android,Android,Call,Low
1747,2009-01-19 04:45:00,Android,Android,Call,Low
1748,2009-01-19 05:00:00,Android,Ios,Call,Low
1749,2009-01-19 05:15:00,Ios,Android,Message,Low
1750,2009-01-19 05:30:00,Android,Ios,Message,Low
1751,2009-01-19 05:45:00,Android,Ios,Message,High
1752,2009-01-19 06:00:00,Android,Android,Call,Low
1753,2009-01-19 06:15:00,Ios,Android,Message,High
1754,2009-01-19 06:30:00,Ios,Ios,Message,High
1755,2009-01-19 06:45:00,Ios,Android,Call,High
1756,2009-01-19 07:00:00,Ios,Android,Call,Low
1757,2009-01-19 07:15:00,Ios,Ios,Message,High
1758,2009-01-19 07:30:00,Android,Ios,Call,High
1759,2009-01-19 07:45:00,Android,Ios,Message,High
1760,2009-01-19 08:00:00,Android,Android,Message,Low
1761,2009-01-19 08:15:00,Android,Android,Message,Low
1762,2009-01-19 08:30:00,Ios,Ios,Call,Low
1763,2009-01-19 08:45:00,Android,Ios,Message,Low
1764,2009-01-19 09:00:00,Ios,Ios,Message,High
1765,2009-01-19 09:15:00,Ios,Ios,Message,Low
1766,2009-01-19 09:30:00,Ios,Ios,Call,Low
1767,2009-01-19 09:45:00,Ios,Ios,Call,Low
1768,2009-01-19 10:00:00,Android,Ios,Call,High
1769,2009-01-19 10:15:00,Ios,Android,Call,High
1770,2009-01-19 10:30:00,Android,Android,Message,High
1771,2009-01-19 10:45:00,Android,Ios,Message,Low
1772,2009-01-19 11:00:00,Ios,Ios,Message,High
1773,2009-01-19 11:15:00,Ios,Android,Call,High
1774,2009-01-19 11:30:00,Ios,Android,Message,Low
1775,2009-01-19 11:45:00,Android,Android,Message,High
1776,2009-01-19 12:00:00,Android,Ios,Message,Low
1777,2009-01-19 12:15:00,Ios,Ios,Message,High
1778,2009-01-19 12:30:00,Ios,Android,Call,Low
1779,2009-01-19 12:45:00,Android,Android,Call,High
1780,2009-01-19 13:00:00,Android,Ios,Message,High
1781,2009-01-19 13:15:00,Ios,Android,Message,Low
1782,2009-01-19 13:30:00,Ios,Android,Call,Low
1783,2009-01-19 13:45:00,Ios,Android,Call,High
1784,2009-01-19 14:00:00,Android,Android,Message,Low
1785,2009-01-19 14:15:00,Android,Android,Message,Low
1786,2009-01-19 14:30:00,Android,Ios,Call,High
1787,2009-01-19 14:45:00,Ios,Ios,Message,Low
1788,2009-01-19 15:00:00,Ios,Ios,Call,High
1789,2009-01-19 15:15:00,Android,Ios,Call,High
1790,2009-01-19 15:30:00,Android,Ios,Call,Low
1791,2009-01-19 15:45:00,Android,Android,Call,High
1792,2009-01-19 16:00:00,Android,Android,Message,Low
1793,2009-01-19 16:15:00,Ios,Ios,Message,High
1794,2009-01-19 16:30:00,Android,Ios,Message,High
1795,2009-01-19 16:45:00,Android,Ios,Call,Low
1796,2009-01-19 17:00:00,Ios,Android,Call,High
1797,2009-01-19 17:15:00,Ios,Android,Call,High
1798,2009-01-19 17:30:00,Android,Android,Call,High
1799,2009-01-19 17:45:00,Ios,Android,Message,Low
1800,2009-01-19 18:00:00,Android,Android,Message,Low
1801,2009-01-19 18:15:00,Android,Ios,Message,High
1802,2009-01-19 18:30:00,Android,Ios,Call,Low
1803,2009-01-19 18:45:00,Android,Android,Message,High
1804,2009-01-19 19:00:00,Android,Ios,Call,High
1805,2009-01-19 19:15:00,Ios,Ios,Message,High
1806,2009-01-19 19:30:00,Ios,Ios,Call,High
1807,2009-01-19 19:45:00,Android,Android,Message,High
1808,2009-01-19 20:00:00,Ios,Ios,Call,Low
1809,2009-01-19 20:15:00,Android,Android,Call,Low
1810,2009-01-19 20:30:00,Android,Android,Message,High
1811,2009-01-19 20:45:00,Android,Android,Message,Low
1812,2009-01-19 21:00:00,Android,Ios,Message,High
1813,2009-01-19 21:15:00,Ios,Ios,Message,Low
1814,2009-01-19 21:30:00,Ios,Android,Call,Low
1815,2009-01-19 21:45:00,Android,Ios,Message,Low
1816,2009-01-19 22:00:00,Ios,Ios,Message,High
1817,2009-01-19 22:15:00,Android,Ios,Message,High
1818,2009-01-19 22:30:00,Ios,Ios,Message,Low
1819,2009-01-19 22:45:00,Android,Android,Message,Low
1820,2009-01-19 23:00:00,Ios,Ios,Call,Low
1821,2009-01-19 23:15:00,Ios,Android,Call,High
1822,2009-01-19 23:30:00,Android,Android,Message,Low
1823,2009-01-19 23:45:00,Android,Ios,Message,High
1824,2009-01-20 00:00:00,Ios,Ios,Call,Low
1825,2009-01-20 00:15:00,Android,Ios,Message,High
1826,2009-01-20 00:30:00,Android,Android,Message,High
1827,2009-01-20 00:45:00,Ios,Ios,Call,Low
1828,2009-01-20 01:00:00,Ios,Android,Call,High
1829,2009-01-20 01:15:00,Android,Android,Message,Low
1830,2009-01-20 01:30:00,Ios,Android,Call,Low
1831,2009-01-20 01:45:00,Android,Ios,Call,Low
1832,2009-01-20 02:00:00,Android,Android,Call,Low
1833,2009-01-20 02:15:00,Ios,Ios,Call,High
1834,2009-01-20 02:30:00,Ios,Android,Message,Low
1835,2009-01-20 02:45:00,Android,Android,Call,Low
1836,2009-01-20 03:00:00,Ios,Android,Call,High
1837,2009-01-20 03:15:00,Ios,Ios,Call,Low
1838,2009-01-20 03:30:00,Android,Android,Message,High
1839,2009-01-20 03:45:00,Ios,Android,Message,Low
1840,2009-01-20 04:00:00,Android,Android,Message,High
1841,2009-01-20 04:15:00,Ios,Ios,Message,Low
1842,2009-01-20 04:30:00,Ios,Android,Call,High
1843,2009-01-20 04:45:00,Ios,Android,Call,Low
1844,2009-01-20 05:00:00,Ios,Ios,Message,High
1845,2009-01-20 05:15:00,Ios,Android,Call,High
1846,2009-01-20 05:30:00,Android,Ios,Call,High
1847,2009-01-20 05:45:00,Android,Android,Call,High
1848,2009-01-20 06:00:00,Android,Ios,Call,Low
1849,2009-01-20 06:15:00,Android,Ios,Message,High
1850,2009-01-20 06:30:00,Ios,Ios,Call,High
1851,2009-01-20 06:45:00,Ios,Android,Message,High
1852,2009-01-20 07:00:00,Ios,Ios,Message,Low
1853,2009-01-20 07:15:00,Android,Android,Call,Low
1854,2009-01-20 07:30:00,Ios,Ios,Call,High
1855,2009-01-20 07:45:00,Android,Ios,Call,High
1856,2009-01-20 08:00:00,Ios,Android,Message,Low
1857,2009-01-20 08:15:00,Ios,Ios,Call,Low
1858,2009-01-20 08:30:00,Android,Ios,Message,Low
1859,2009-01-20 08:45:00,Android,Ios,Message,High
1860,2009-01-20 09:00:00,Android,Android,Call,High
1861,2009-01-20 09:15:00,Android,Android,Call,High
1862,2009-01-20 09:30:00,Ios,Android,Message,High
1863,2009-01-20 09:45:00,Ios,Android,Call,Low
1864,2009-01-20 10:00:00,Android,Ios,Call,High
1865,2009-01-20 10:15:00,Ios,Android,Call,Low
1866,2009-01-20 10:30:00,Android,Android,Call,Low
1867,2009-01-20 10:45:00,Android,Android,Message,High
1868,2009-01-20 11:00:00,Ios,Ios,Message,Low
1869,2009-01-20 11:15:00,Ios,Android,Message,Low
1870,2009-01-20 11:30:00,Ios,Android,Call,Low
1871,2009-01-20 11:45:00,Ios,Ios,Message,High
1872,2009-01-20 12:00:00,Android,Ios,Message,High
1873,2009-01-20 12:15:00,Android,Android,Message,Low
1874,2009-01-20 12:30:00,Ios,Ios,Message,Low
1875,2009-01-20 12:45:00,Ios,Android,Call,Low
1876,2009-01-20 13:00:00,Android,Android,Call,High
1877,2009-01-20 13:15:00,Android,Android,Message,Low
1878,2009-01-20 13:30:00,Ios,Ios,Call,Low
1879,2009-01-20 13:45:00,Ios,Ios,Message,Low
1880,2009-01-20 14:00:00,Ios,Android,Message,Low
1881,2009-01-20 14:15:00,Android,Ios,Message,Low
1882,2009-01-20 14:30:00,Ios,Android,Call,Low
1883,2009-01-20 14:45:00,Ios,Android,Call,Low
1884,2009-01-20 15:00:00,Ios,Ios,Message,High
1885,2009-01-20 15:15:00,Ios,Ios,Call,Low
1886,2009-01-20 15:30:00,Ios,Android,Message,High
1887,2009-01-20 15:45:00,Ios,Ios,Message,Low
1888,2009-01-20 16:00:00,Ios,Ios,Call,Low
1889,2009-01-20 16:15:00,Android,Android,Call,High
1890,2009-01-20 16:30:00,Ios,Android,Call,Low
1891,2009-01-20 16:45:00,Android,Ios,Call,High
1892,2009-01-20 17:00:00,Ios,Android,Call,Low
1893,2009-01-20 17:15:00,Android,Android,Call,High
1894,2009-01-20 17:30:00,Android,Android,Call,High
1895,2009-01-20 17:45:00,Android,Ios,Message,Low
1896,2009-01-20 18:00:00,Android,Android,Message,Low
1897,2009-01-20 18:15:00,Android,Android,Call,High
1898,2009-01-20 18:30:00,Ios,Android,Message,High
1899,2009-01-20 18:45:00,Ios,Ios,Call,Low
1900,2009-01-20 19:00:00,Ios,Ios,Call,Low
1901,2009-01-20 19:15:00,Ios,Android,Message,High
1902,2009-01-20 19:30:00,Android,Ios,Message,Low
1903,2009-01-20 19:45:00,Android,Ios,Call,Low
1904,2009-01-20 20:00:00,Android,Android,Message,High
1905,2009-01-20 20:15:00,Android,Android,Message,Low
1906,2009-01-20 20:30:00,Android,Android,Call,High
1907,2009-01-20 20:45:00,Ios,Android,Message,High
1908,2009-01-20 21:00:00,Ios,Ios,Call,High
1909,2009-01-20 21:15:00,Android,Ios,Message,High
1910,2009-01-20 21:30:00,Android,Android,Message,Low
1911,2009-01-20 21:45:00,Android,Ios,Call,Low
1912,2009-01-20 22:00:00,Android,Ios,Call,High
1913,2009-01-20 22:15:00,Android,Android,Message,High
1914,2009-01-20 22:30:00,Android,Android,Call,Low
1915,2009-01-20 22:45:00,Android,Android,Message,Low
1916,2009-01-20 23:00:00,Android,Android,Message,High
1917,2009-01-20 23:15:00,Ios,Android,Call,High
1918,2009-01-20 23:30:00,Android,Android,Message,High
1919,2009-01-20 23:45:00,Ios,Ios,Message,Low
1920,2009-01-21 00:00:00,Ios,Ios,Message,Low
1921,2009-01-21 00:15:00,Ios,Ios,Message,High
1922,2009-01-21 00:30:00,Android,Ios,Call,Low
1923,2009-01-21 00:45:00,Ios,Android,Message,Low
1924,2009-01-21 01:00:00,Android,Ios,Message,Low
1925,2009-01-21 01:15:00,Android,Ios,Call,High
1926,2009-01-21 01:30:00,Ios,Ios,Message,Low
1927,2009-01-21 01:45:00,Android,Ios,Message,Low
1928,2009-01-21 02:00:00,Android,Ios,Message,High
1929,2009-01-21 02:15:00,Ios,Android,Message,Low
1930,2009-01-21 02:30:00,Ios,Android,Call,High
1931,2009-01-21 02:45:00,Ios,Android,Message,High
1932,2009-01-21 03:00:00,Ios,Ios,Message,High
1933,2009-01-21 03:15:00,Ios,Ios,Call,High
1934,2009-01-21 03:30:00,Android,Android,Call,Low
1935,2009-01-21 03:45:00,Ios,Ios,Message,High
1936,2009-01-21 04:00:00,Ios,Ios,Call,High
1937,2009-01-21 04:15:00,Ios,Ios,Message,High
1938,2009-01-21 04:30:00,Ios,Ios,Call,High
1939,2009-01-21 04:45:00,Ios,Ios,Message,Low
1940,2009-01-21 05:00:00,Android,Ios,Call,High
1941,2009-01-21 05:15:00,Ios,Ios,Message,Low
1942,2009-01-21 05:30:00,Ios,Android,Call,Low
1943,2009-01-21 05:45:00,Android,Android,Call,Low
1944,2009-01-21 06:00:00,Ios,Android,Message,Low
1945,2009-01-21 06:15:00,Ios,Android,Call,Low
1946,2009-01-21 06:30:00,Android,Ios,Call,Low
1947,2009-01-21 06:45:00,Android,Android,Call,Low
1948,2009-01-21 07:00:00,Ios,Ios,Call,Low
1949,2009-01-21 07:15:00,Ios,Ios,Message,High
1950,2009-01-21 07:30:00,Android,Ios,Message,High
1951,2009-01-21 07:45:00,Android,Ios,Message,High
1952,2009-01-21 08:00:00,Ios,Ios,Message,High
1953,2009-01-21 08:15:00,Android,Android,Call,Low
1954,2009-01-21 08:30:00,Ios,Android,Call,High
1955,2009-01-21 08:45:00,Ios,Android,Call,Low
1956,2009-01-21 09:00:00,Android,Android,Message,Low
1957,2009-01-21 09:15:00,Ios,Android,Message,High
1958,2009-01-21 09:30:00,Ios,Ios,Message,High
1959,2009-01-21 09:45:00,Android,Ios,Message,Low
1960,2009-01-21 10:00:00,Android,Ios,Message,High
1961,2009-01-21 10:15:00,Android,Android,Message,Low
1962,2009-01-21 10:30:00,Android,Android,Message,Low
1963,2009-01-21 10:45:00,Ios,Android,Message,Low
1964,2009-01-21 11:00:00,Android,Android,Message,Low
1965,2009-01-21 11:15:00,Android,Ios,Call,High
1966,2009-01-21 11:30:00,Android,Android,Message,Low
1967,2009-01-21 11:45:00,Ios,Ios,Call,High
1968,2009-01-21 12:00:00,Android,Ios,Message,High
1969,2009-01-21 12:15:00,Ios,Android,Message,High
1970,2009-01-21 12:30:00,Android,Android,Message,Low
1971,2009-01-21 12:45:00,Ios,Ios,Message,Low
1972,2009-01-21 13:00:00,Ios,Android,Call,High
1973,2009-01-21 13:15:00,Android,Android,Message,Low
1974,2009-01-21 13:30:00,Ios,Ios,Call,High
1975,2009-01-21 13:45:00,Android,Android,Call,Low
1976,2009-01-21 14:00:00,Ios,Android,Message,Low
1977,2009-01-21 14:15:00,Android,Ios,Message,High
1978,2009-01-21 14:30:00,Android,Android,Message,Low
1979,2009-01-21 14:45:00,Ios,Ios,Message,High
1980,2009-01-21 15:00:00,Android,Android,Message,Low
1981,2009-01-21 15:15:00,Ios,Ios,Message,High
1982,2009-01-21 15:30:00,Ios,Android,Message,High
1983,2009-01-21 15:45:00,Ios,Ios,Message,High
1984,2009-01-21 16:00:00,Ios,Ios,Call,High
1985,2009-01-21 16:15:00,Android,Ios,Call,Low
1986,2009-01-21 16:30:00,Android,Android,Message,Low
1987,2009-01-21 16:45:00,Android,Android,Message,Low
1988,2009-01-21 17:00:00,Android,Android,Message,Low
1989,2009-01-21 17:15:00,Android,Android,Call,Low
1990,2009-01-21 17:30:00,Ios,Android,Message,Low
1991,2009-01-21 17:45:00,Ios,Android,Message,Low
1992,2009-01-21 18:00:00,Android,Ios,Call,Low
1993,2009-01-21 18:15:00,Android,Android,Call,High
1994,2009-01-21 18:30:00,Ios,Ios,Message,Low
1995,2009-01-21 18:45:00,Ios,Ios,Call,Low
